match_id,tiratore,distanza,angolo,difensori_cono,portiere_cono,distanza_min_difensore,body_part,shot_type,goal
3835330,Sara Däbritz,22.063544592834578,20.326307685494832,1,1,2.125220613645426,Left Foot,Open Play,0
3835330,Sheila García Gómez,16.77647161950331,20.49096867658558,2,1,0.4770196015853954,Right Foot,Open Play,0
3835330,Alexandra Popp,6.0406953242155845,65.80360925221221,1,1,1.0751708665799837,Head,Open Play,1
3835330,Aitana Bonmati Conca,18.800265955565624,19.69629882254068,3,1,2.5285806871913703,Right Foot,Open Play,0
3835330,Klara Bühl,20.44162420161372,19.815333550404624,1,1,2.6493989769646062,Right Foot,Open Play,0
3835330,Giulia Gwinn,17.36231551377869,24.684701445947503,0,1,1.8245851833228712,Left Foot,Open Play,0
3835330,Svenja Huth,7.256721022610695,18.124940252172703,3,0,0.5144235306248245,Right Foot,Open Play,0
3835330,Alexandra Popp,8.542833253669418,43.24923623355418,1,0,0.4649207397627223,Head,Open Play,0
3835330,Ona Batlle Pascual,25.475085868353812,13.297416892618797,1,1,1.8678907327978433,Right Foot,Open Play,0
3835330,Irene Paredes Hernandez,6.43816744112795,55.90743361909434,3,1,0.6522384188930791,Head,Open Play,0
3835330,Patricia Guijarro Gutiérrez,8.405950273467006,33.36957578870797,1,1,0.42194906730260906,Head,Open Play,0
3835330,Irene Paredes Hernandez,9.794896630388704,24.243836289518352,2,1,2.3940616799596475,Head,Open Play,0
3835330,María Francesca Caldentey Oliver,13.159027319676781,26.043555619561428,0,1,3.6196518373545112,Right Foot,Open Play,0
3835330,Athenea del Castillo Belvide,23.988538930080754,13.12058574165567,2,1,1.892724288623287,Right Foot,Open Play,0
3835330,Claudia Pina Medina,9.272000862812735,45.49919972764486,1,1,0.6682059118772522,Head,Open Play,0
